,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
30626,065 822,2010,3081,359900,5,2020,7,2020-7,116.8127231,POINT (646067.1703254431 1304895.5330328005),3,13073030308,PUD
30630,065 826,2012,4762,545000,6,2020,2,2020-2,114.447711,POINT (645622.6941809073 1305147.640767795),3,13073030308,PUD
30631,065 827,2008,2947,380000,5,2021,4,2021-4,128.9446895,POINT (645612.3376532404 1305243.9818517484),3,13073030308,PUD
30633,065 829,2011,4140,425000,6,2018,5,2018-5,102.6570048,POINT (645819.2976373024 1305308.4322485663),3,13073030308,PUD
30634,065 830,2011,3400,415600,6,2020,1,2020-1,122.2352941,POINT (645803.7237856324 1305139.9218281137),3,13073030308,PUD
30637,067 1681,2014,2422,240000,4,2020,10,2020-10,99.09165979,POINT (649829.1707120055 1281209.1982748983),2,13073030306,PUD
30640,067 1692,2022,3175,462500,5,2022,3,2022-3,145.6692913,POINT (651956.5757609368 1280001.24194475),2,13073030306,PUD
30641,067 1693,2016,2662,359900,4,2021,12,2021-12,135.1990984,POINT (651912.8738379969 1279952.988929804),2,13073030306,PUD
30642,067 1694,2022,1707,301660,3,2022,4,2022-4,176.7193907,POINT (651855.420333824 1279913.9379626736),2,13073030306,PUD
30644,067 1696,2016,4139,384900,6,2019,2,2019-2,92.99347669,POINT (651642.5947710386 1279975.8883195654),2,13073030306,PUD
30645,067 1697,2017,4469,468000,6,2021,6,2021-6,104.7214142,POINT (651585.5004687044 1279939.0416972714),2,13073030306,PUD
30646,067 1698,2018,4423,399900,6,2019,2,2019-2,90.41374633,POINT (651535.362125438 1279894.336015089),2,13073030306,PUD
30647,067 1699,2020,4531,459500,6,2020,6,2020-6,101.4124917,POINT (651491.6952504979 1279843.3398230164),2,13073030306,PUD
30648,067 170,1999,1371,175000,3,2021,2,2021-2,127.6440554,POINT (653609.700834213 1275457.293623868),2,13073030306,PUD
30649,067 1700,2018,5052,411527,6,2018,3,2018-3,81.45823436,POINT (651458.9018707 1279785.538536904),2,13073030306,PUD
30651,067 1702,2021,3409,416045,5,2021,3,2021-3,122.0431211,POINT (651362.7368455762 1279696.9626324577),2,13073030306,PUD
30652,067 1703,2020,3479,409620,5,2020,11,2020-11,117.7407301,POINT (651297.9927450492 1279681.9345521284),2,13073030306,PUD
30654,067 1705,2020,3740,417500,5,2020,8,2020-8,111.631016,POINT (651160.7506555248 1279681.9165591588),2,13073030306,PUD
30656,067 1707,2016,3082,370000,5,2021,8,2021-8,120.0519143,POINT (651297.4915016216 1279863.1731767945),2,13073030306,PUD
30660,067 1710,2016,3082,440000,5,2023,5,2023-5,142.7644387,POINT (651419.6668897943 1280030.6360957478),2,13073030306,PUD
30665,067 1715,2015,3593,384900,5,2021,11,2021-11,107.1249652,POINT (651274.2709162117 1280142.3734415716),2,13073030306,PUD
30668,067 1718,2017,3020,299700,5,2018,10,2018-10,99.2384106,POINT (651152.828957936 1279981.5224206434),2,13073030306,PUD
30669,067 1719,2017,3613,328500,5,2018,3,2018-3,90.92167174,POINT (651099.488197473 1279940.3761882351),2,13073030306,PUD
30671,067 1720,2017,3278,337500,5,2020,7,2020-7,102.9591214,POINT (651039.173864238 1279899.5078346555),2,13073030306,PUD
30675,067 1724,2016,3609,335000,5,2019,5,2019-5,92.82349681,POINT (650827.3687460575 1279584.4918892495),2,13073030306,PUD
30676,067 1725,2018,2806,283586,4,2018,2,2018-2,101.0641483,POINT (650778.6456329883 1279518.3711140163),2,13073030306,PUD
30677,067 1726,2018,3106,323300,5,2018,7,2018-7,104.0888603,POINT (650755.2734015277 1279436.8033686536),2,13073030306,PUD
30679,067 1728,2018,3388,459000,5,2023,5,2023-5,135.4781582,POINT (650789.7141056666 1279282.6016719984),2,13073030306,PUD
30683,067 1731,2015,2631,376100,4,2022,8,2022-8,142.9494489,POINT (651048.2088158536 1279347.4265575926),2,13073030306,PUD
30685,067 208,2000,1156,160000,2,2021,7,2021-7,138.4083045,POINT (653922.0879943515 1275762.6727832842),2,13073030306,PUD
30686,067 2080,2021,2877,404775,5,2021,5,2021-5,140.6934307,POINT (653050.5169360454 1280234.8715318588),2,13073030306,PUD
30687,067 2081,2021,3087,441675,4,2021,7,2021-7,143.0758017,POINT (652996.5713217113 1280178.4849941721),2,13073030306,PUD
30688,067 2082,2020,2828,375950,5,2020,6,2020-6,132.9384724,POINT (652947.7173521307 1280116.1616207876),2,13073030306,PUD
30689,067 2083,2020,3590,400260,6,2020,7,2020-7,111.4930362,POINT (652898.846665026 1280048.5567503115),2,13073030306,PUD
30690,067 2084,2020,3087,378760,5,2020,6,2020-6,122.6951733,POINT (652864.7337201006 1279966.6339392795),2,13073030306,PUD
30691,067 2085,2020,3158,369900,5,2020,10,2020-10,117.1310956,POINT (652850.1732901423 1279880.1241617347),2,13073030306,PUD
30692,067 2086,2021,3082,427875,6,2021,4,2021-4,138.830305,POINT (652852.9103837318 1279799.1368826744),2,13073030306,PUD
30695,067 2089,2021,3413,437700,6,2021,4,2021-4,128.2449458,POINT (652812.1493187741 1279583.2720282283),2,13073030306,PUD
30697,067 2090,2021,2896,389900,5,2021,3,2021-3,134.6339779,POINT (652781.384585192 1279514.8719725155),2,13073030306,PUD
30698,067 2091,2021,2657,358600,5,2021,2,2021-2,134.9642454,POINT (652745.1039394162 1279442.0150124046),2,13073030306,PUD
30699,067 2092,2020,3211,410000,6,2020,11,2020-11,127.6860791,POINT (652727.5552413944 1279362.8911679627),2,13073030306,PUD
30702,067 2097,2020,2626,295400,4,2020,6,2020-6,112.4904798,POINT (650494.9528394319 1278090.3323806298),2,13073030306,PUD
30703,067 2098,2020,3198,359900,5,2020,6,2020-6,112.5390869,POINT (650464.3758262524 1277993.049793787),2,13073030306,PUD
30704,067 2099,2020,2461,289900,5,2020,5,2020-5,117.7976432,POINT (650485.4588263609 1277894.942367339),2,13073030306,PUD
30705,067 210,2000,1288,136500,3,2020,6,2020-6,105.9782609,POINT (653921.7950755523 1275896.6444129543),2,13073030306,PUD
30706,067 2100,2020,2832,325900,5,2020,5,2020-5,115.0776836,POINT (650516.9344455972 1277801.1438145107),2,13073030306,PUD
30707,067 2101,2020,3577,376020,4,2020,2,2020-2,105.1216103,POINT (650565.5019830931 1277715.007552356),2,13073030306,PUD
30709,067 2103,2020,3286,480000,6,2022,6,2022-6,146.0742544,POINT (650632.6269958159 1277530.2132186121),2,13073030306,PUD
30710,067 2104,2019,2500,286300,4,2019,12,2019-12,114.52,POINT (650655.6515644361 1277438.2979177868),2,13073030306,PUD
30711,067 2105,2020,2842,317900,5,2020,3,2020-3,111.8578466,POINT (650678.3444293711 1277345.7849420742),2,13073030306,PUD
30712,067 2106,2019,3577,372900,5,2019,11,2019-11,104.249371,POINT (650703.281544683 1277249.5210697332),2,13073030306,PUD
30713,067 2107,2023,2859,195000,5,2022,11,2022-11,68.20566632,POINT (651044.3018142808 1276466.7526660035),2,13073030306,PUD
30714,067 2108,2023,3048,195000,5,2022,11,2022-11,63.97637795,POINT (651043.7058136053 1276343.481484124),2,13073030306,PUD
30715,067 2109,2023,2429,399900,5,2023,7,2023-7,164.6356525,POINT (651051.120302661 1276237.8526267607),2,13073030306,PUD
30717,067 2110,2020,3354,470000,5,2022,5,2022-5,140.1311866,POINT (650876.4781839672 1277449.933285088),2,13073030306,PUD
30718,067 2111,2020,3332,362585,5,2020,2,2020-2,108.8190276,POINT (650856.3700032997 1277537.6573254399),2,13073030306,PUD
30719,067 2112,2020,3307,475000,5,2022,6,2022-6,143.6347142,POINT (650837.1828099688 1277627.4375879313),2,13073030306,PUD
30720,067 2113,2020,3360,369900,5,2020,4,2020-4,110.0892857,POINT (650807.1470792787 1277717.4696521396),2,13073030306,PUD
30721,067 2114,2019,2824,325000,5,2019,12,2019-12,115.0849858,POINT (650760.1241938632 1277802.7820016218),2,13073030306,PUD
30722,067 2115,2020,2733,460000,5,2022,7,2022-7,168.3132089,POINT (650707.93805757 1277883.5084865629),2,13073030306,PUD
30723,067 2116,2020,2993,327550,4,2020,6,2020-6,109.4386903,POINT (650691.9414557406 1277978.666097859),2,13073030306,PUD
30727,067 212,1999,1300,144500,3,2018,8,2018-8,111.1538462,POINT (654076.5487855874 1275932.0989181653),2,13073030306,PUD
30731,067 2473,2023,2142,71000,4,2023,7,2023-7,33.14659197,POINT (655335.5309492217 1277478.7681991998),2,13073030306,PUD
30732,067 2474,2023,2051,354885,4,2023,6,2023-6,173.0302292,POINT (655316.8881076603 1277410.548288051),2,13073030306,PUD
30733,067 2475,2023,2142,71000,3,2023,7,2023-7,33.14659197,POINT (655281.5563191936 1277351.5891733388),2,13073030306,PUD
30734,067 2476,2023,1915,71000,4,2023,6,2023-6,37.07571802,POINT (655243.14357268 1277302.243966357),2,13073030306,PUD
30735,067 2477,2023,2142,343900,3,2023,7,2023-7,160.550887,POINT (655207.5879734381 1277253.9144119641),2,13073030306,PUD
30736,067 2478,2023,2167,354900,4,2023,10,2023-10,163.7748039,POINT (655169.7389981009 1277204.6772936468),2,13073030306,PUD
30737,067 2479,2023,2400,377900,4,2023,7,2023-7,157.4583333,POINT (655126.7398407495 1277156.5098766624),2,13073030306,PUD
30738,067 248,2002,1191,119900,3,2018,11,2018-11,100.6717045,POINT (654245.9881241922 1275871.68177684),2,13073030306,PUD
30739,067 2480,2023,2135,342000,3,2023,4,2023-4,160.1873536,POINT (655082.0242118461 1277107.10365183),2,13073030306,PUD
30740,067 2481,2022,1597,289860,3,2022,4,2022-4,181.5028178,POINT (655191.3531914405 1277018.5594163323),2,13073030306,PUD
30741,067 2482,2022,2121,358000,4,2022,9,2022-9,168.7883074,POINT (655239.7713403702 1277061.235712029),2,13073030306,PUD
30742,067 2483,2022,1588,329983,3,2022,9,2022-9,207.7978589,POINT (655279.0556478123 1277096.8118067922),2,13073030306,PUD
30743,067 2484,2022,1948,342000,3,2022,8,2022-8,175.5646817,POINT (655318.3422535149 1277132.3875420694),2,13073030306,PUD
30744,067 2485,2022,1921,313000,3,2022,6,2022-6,162.9359708,POINT (655357.6284108052 1277167.963561116),2,13073030306,PUD
30745,067 2486,2022,1928,337900,3,2022,6,2022-6,175.2593361,POINT (655396.9128997277 1277203.540173278),2,13073030306,PUD
30746,067 2487,2022,2199,330750,4,2022,2,2022-2,150.4092769,POINT (655436.0399692061 1277238.0561374985),2,13073030306,PUD
30747,067 2488,2021,1719,304860,3,2022,10,2022-10,177.3472949,POINT (655489.6612019587 1277276.978025904),2,13073030306,PUD
30748,067 2489,2022,1719,307400,3,2022,3,2022-3,178.8248982,POINT (655498.0072307761 1277356.5865231026),2,13073030306,PUD
30754,067 2494,2022,2008,394500,3,2023,3,2023-3,196.4641434,POINT (654200.9232792411 1278816.2185414769),2,13073030306,PUD
30755,067 2495,2022,1936,405000,2,2022,8,2022-8,209.1942149,POINT (654268.9116036459 1278806.4852892922),2,13073030306,PUD
30756,067 2496,2022,1675,354000,3,2023,2,2023-2,211.3432836,POINT (654336.10404789 1278786.410538272),2,13073030306,PUD
30757,067 2497,2023,2027,74000,3,2023,4,2023-4,36.50715343,POINT (654413.3641909296 1278785.5720193486),2,13073030306,PUD
30758,067 2498,2023,1680,74000,3,2023,9,2023-9,44.04761905,POINT (654488.003878885 1278819.908127709),2,13073030306,PUD
30763,067 2502,2023,1931,73000,2,2022,4,2022-4,37.8042465,POINT (654510.0234098055 1279106.0040295024),2,13073030306,PUD
30768,067 2507,2023,1868,74000,3,2023,8,2023-8,39.61456103,POINT (654164.7928317381 1279113.4725196096),2,13073030306,PUD
30773,067 2511,2023,1680,74000,2,2023,10,2023-10,44.04761905,POINT (653979.5909582562 1279261.1941825307),2,13073030306,PUD
30777,067 2515,2022,2387,483565,3,2022,10,2022-10,202.5827398,POINT (653767.2362861973 1279700.0055463861),2,13073030306,PUD
30778,067 2516,2022,2144,451672,3,2022,9,2022-9,210.6679104,POINT (653746.0349890738 1279778.2927347946),2,13073030306,PUD
30782,067 496,2005,2436,350000,5,2023,2,2023-2,143.6781609,POINT (649911.1826339258 1286202.9054478297),3,13073030304,R-1
30785,067 499,2004,2710,95198,4,2023,11,2023-11,35.12841328,POINT (649705.5114800731 1285987.8129034147),3,13073030304,R-1
30790,067 504,2005,1413,200000,3,2021,6,2021-6,141.5428167,POINT (653637.1827494494 1277209.44014489),2,13073030306,PUD
30793,067 507,2005,1449,190000,3,2021,7,2021-7,131.1249137,POINT (653611.8640381879 1277432.2225251195),2,13073030306,PUD
30794,067 508,2005,1470,240000,3,2022,6,2022-6,163.2653061,POINT (653611.6148088987 1277495.7281878777),2,13073030306,PUD
30807,067 521,2005,1429,205000,3,2021,10,2021-10,143.4569629,POINT (652996.630742524 1277902.826401989),2,13073030306,PUD
30809,067 523,2006,1421,177000,3,2021,4,2021-4,124.5601689,POINT (652877.1073574988 1277913.5108799092),2,13073030306,PUD
30810,067 524,2005,1488,200000,3,2021,9,2021-9,134.4086022,POINT (652817.3461884293 1277918.852398679),2,13073030306,PUD
30827,067 539,2005,1447,220000,3,2022,10,2022-10,152.0387008,POINT (653408.139594234 1277467.2859863178),2,13073030306,PUD
30832,067 883,2006,3588,340000,4,2021,5,2021-5,94.76031215,POINT (648183.6155366811 1278581.1733218564),2,13073030306,PUD
30835,067 886,2007,2169,315000,4,2021,10,2021-10,145.2282158,POINT (648402.5439521711 1278567.455575656),2,13073030306,PUD
30837,067 888,2006,1625,218000,3,2020,8,2020-8,134.1538462,POINT (648506.8505111235 1278461.710592209),2,13073030306,PUD
30839,067 890,2006,1820,245000,4,2021,8,2021-8,134.6153846,POINT (648623.3645983107 1278404.0626792712),2,13073030306,PUD
30840,067 891,2007,3179,299900,4,2021,4,2021-4,94.33784209,POINT (648684.9053221056 1278387.3078378718),2,13073030306,PUD
30841,067 892,2007,2123,260000,4,2021,8,2021-8,122.4682054,POINT (648748.4614945463 1278377.4782121964),2,13073030306,PUD
30843,067 894,2008,1781,214000,4,2020,12,2020-12,120.157215,POINT (648877.4928474938 1278376.9779736367),2,13073030306,PUD
30844,067 895,2006,2032,325000,4,2022,4,2022-4,159.9409449,POINT (648402.0453808808 1278305.747905831),2,13073030306,PUD
30845,067 896,2006,1848,215000,4,2019,8,2019-8,116.3419913,POINT (648332.8144530025 1278338.2675703804),2,13073030306,PUD
30847,067 898,2006,2006,335000,3,2023,2,2023-2,166.999003,POINT (648196.0745806538 1278389.85051403),2,13073030306,PUD
30856,067 908,2007,2930,275000,4,2020,12,2020-12,93.85665529,POINT (649102.394598397 1287232.4706579023),3,13073030304,R-1
30858,067 910,2008,2493,359500,4,2023,6,2023-6,144.2037706,POINT (649107.1510826057 1287397.446104848),3,13073030304,R-1
30859,067 911,2008,2789,369900,4,2022,9,2022-9,132.6281821,POINT (649108.826238371 1287483.5604750256),3,13073030304,R-1
30860,067 912,2008,2441,234900,3,2019,8,2019-8,96.23105285,POINT (649110.3711769532 1287563.168424758),3,13073030304,R-1
30863,067 915,2013,3220,410000,4,2021,10,2021-10,127.3291925,POINT (649106.9912245362 1287795.2310671234),3,13073030304,R-1
30866,067 918,2017,3839,469900,5,2022,10,2022-10,122.4016671,POINT (649203.6497257875 1288068.4766522155),3,13073030304,R-1
30870,067 922,2015,3704,322000,5,2019,9,2019-9,86.93304536,POINT (649378.559493564 1288366.9390068576),3,13073030304,R-1
30874,067 926,2015,3198,304900,5,2020,2,2020-2,95.34083802,POINT (649779.244590534 1288454.5665921045),3,13073030304,R-1
30875,067 927,2007,2843,291000,4,2020,12,2020-12,102.3566655,POINT (649879.5251600692 1288405.505753381),3,13073030304,R-1
30876,067 928,2016,4264,304000,5,2018,12,2018-12,71.2945591,POINT (649963.8618131876 1288322.456572165),3,13073030304,R-1
30878,067C161,1996,2160,300000,3,2021,11,2021-11,138.8888889,POINT (655447.4667302475 1282333.5344184535),2,13073030307,R-2
30891,067C175,1999,2438,372000,3,2023,4,2023-4,152.5840853,POINT (654408.4378305458 1282029.7072518375),2,13073030307,R-2
30893,067C177,2000,2324,239000,3,2020,5,2020-5,102.8399312,POINT (654222.0314188829 1281884.3838828357),2,13073030307,R-2
30901,067C185,1998,2525,248000,4,2019,8,2019-8,98.21782178,POINT (652772.1553532534 1282541.1434768813),2,13073030307,R-2
30907,067C191,1999,2000,219900,4,2019,2,2019-2,109.95,POINT (652841.9719671884 1282151.2916069608),2,13073030307,R-2
30909,067C193,1997,1811,215500,3,2019,6,2019-6,118.9950304,POINT (652889.6738295632 1282321.3958993587),2,13073030307,R-2
30912,067C196,1998,2204,249900,3,2020,3,2020-3,113.384755,POINT (653017.8104690558 1282589.8262237224),2,13073030307,R-2
30924,067C208,1997,2495,230000,4,2020,12,2020-12,92.18436874,POINT (653308.5915777606 1282134.8729061878),2,13073030307,R-2
30928,067D335,2004,1839,204900,4,2020,11,2020-11,111.4192496,POINT (656288.9833071445 1276854.7831929813),2,13073030306,R-2
30929,067D336,2004,1812,215000,4,2021,4,2021-4,118.6534216,POINT (656359.6353009517 1276814.0634151513),2,13073030306,R-2
30931,067D338,2004,1723,195000,3,2020,9,2020-9,113.1746953,POINT (656451.4264082611 1276681.513974726),2,13073030306,R-2
30933,067D340,2005,1826,260000,3,2023,2,2023-2,142.3877327,POINT (656598.6106054065 1276824.1705111607),2,13073030306,R-2
30936,067D343,2004,1723,178000,3,2018,12,2018-12,103.3081834,POINT (656424.5360999661 1277027.0322922638),2,13073030306,R-2
30938,067D345,2004,1723,215000,3,2021,3,2021-3,124.7823564,POINT (656250.9385927557 1277133.5569784737),2,13073030306,R-2
30939,067D346,2003,2022,325000,4,2023,3,2023-3,160.7319486,POINT (656151.671611532 1277126.0481311637),2,13073030306,R-2
30942,067D349,2004,1908,206000,3,2021,3,2021-3,107.966457,POINT (655912.3908251985 1276960.4447790158),2,13073030306,R-2
30943,067D350,2004,2092,184900,4,2018,9,2018-9,88.38432122,POINT (655859.8028355449 1276887.0865045153),2,13073030306,R-2
30945,067D352,2005,1816,221000,3,2021,4,2021-4,121.6960352,POINT (655768.806422669 1276750.2217444056),2,13073030306,R-2
30947,067D354,2004,2023,212000,4,2019,11,2019-11,104.7948591,POINT (655677.6168275382 1276616.5166168667),2,13073030306,R-2
30951,067D358,2005,1814,279700,3,2023,8,2023-8,154.1896362,POINT (655492.923150612 1276348.3723901),2,13073030306,R-2
30954,067D361,2002,1911,181300,3,2022,2,2022-2,94.87179487,POINT (655346.0755467091 1276120.6364374065),2,13073030306,R-2
30979,068 146,1986,3206,410000,3,2018,10,2018-10,127.8852152,POINT (652518.4649644743 1267891.8905525755),2,13073030312,R-1
30983,068 150,1990,2524,410000,4,2021,5,2021-5,162.4405705,POINT (652073.9855080334 1268637.8164292264),2,13073030312,R-1
30985,068 152,1996,3123,315000,4,2019,5,2019-5,100.8645533,POINT (652135.2347128576 1269347.8881984123),2,13073030312,R-1
30994,068 161,1993,3156,351900,4,2018,12,2018-12,111.5019011,POINT (652470.7181466476 1271625.4492815475),2,13073030312,R-1
31001,068 167,1987,3341,375900,4,2018,4,2018-4,112.5112242,POINT (653007.7552328142 1271558.3225792847),2,13073030312,R-1
31005,068 168,1987,2048,305000,3,2021,2,2021-2,148.9257813,POINT (653564.6741758155 1271808.17748488),2,13073030312,R-1
31009,068 172,1987,2198,285000,4,2020,8,2020-8,129.6633303,POINT (653431.9496825115 1270823.5882275489),2,13073030312,R-1
31019,068 182,2001,3241,435000,4,2021,2,2021-2,134.217834,POINT (653191.8638748567 1269494.635592952),2,13073030312,R-1
31027,067 1641,2014,3918,390000,4,2021,1,2021-1,99.54058193,POINT (650724.4605686591 1280304.7305874645),2,13073030306,PUD
31028,067 1642,2013,4646,549900,4,2022,3,2022-3,118.3598795,POINT (650785.1620349223 1280260.5921653858),2,13073030306,PUD
31029,067 1643,2014,4191,329900,5,2018,8,2018-8,78.71629683,POINT (650864.0450469273 1280202.389187701),2,13073030306,PUD
31031,067 1645,2012,3943,500000,5,2023,9,2023-9,126.8069997,POINT (650968.8589427273 1280327.974304253),2,13073030306,PUD
31032,067 1646,2012,2866,296900,5,2019,8,2019-8,103.593859,POINT (651007.7089379617 1280386.0736295772),2,13073030306,PUD
31034,067 1648,2014,3216,449900,5,2023,4,2023-4,139.8942786,POINT (651110.7986692282 1280487.1666555223),2,13073030306,PUD
31038,067 1651,2013,2352,199900,4,2023,2,2023-2,84.9914966,POINT (649791.7347400174 1280922.0024062295),2,13073030306,PUD
31041,067 1654,2014,1856,290000,3,2022,5,2022-5,156.25,POINT (649797.8990317354 1280795.1170413995),2,13073030306,PUD
