,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
30049,067 637,2006,1775,290000,4,2022,4,2022-4,163.3802817,POINT (648073.8839698625 1277202.6006847653),2,13073030306,PUD
30051,067 978,2007,1850,173250,3,2018,4,2018-4,93.64864865,POINT (652086.3930336067 1277461.7756553863),2,13073030306,PUD
30053,067 980,2010,1597,215000,3,2021,6,2021-6,134.6274264,POINT (651962.7513620241 1277454.9385377413),2,13073030306,PUD
30055,067 982,2010,1676,185000,3,2020,7,2020-7,110.3818616,POINT (651846.45822871 1277416.5249407655),2,13073030306,PUD
30056,067 983,2010,1712,224900,3,2022,3,2022-3,131.3668224,POINT (651792.8037125289 1277389.6076730199),2,13073030306,PUD
30057,067 984,2010,2198,178000,4,2020,12,2020-12,80.98271156,POINT (651739.070346606 1277362.912176016),2,13073030306,PUD
30059,067 986,2010,1982,210000,4,2020,11,2020-11,105.9535822,POINT (651631.8625862284 1277298.911895283),2,13073030306,PUD
30061,067 988,2011,1760,237500,4,2021,10,2021-10,134.9431818,POINT (651633.4053579347 1277174.7988647805),2,13073030306,PUD
30062,067 989,2007,1865,289500,4,2023,2,2023-2,155.227882,POINT (651463.1675937753 1277115.1603058085),2,13073030306,PUD
30069,067 996,2015,1964,181050,3,2020,3,2020-3,92.18431772,POINT (651657.4865723078 1277523.6872106434),2,13073030306,PUD
30070,067 997,2015,1951,285000,3,2022,1,2022-1,146.0789339,POINT (651713.4072085758 1277557.1678503419),2,13073030306,PUD
30071,067 998,2016,2046,263000,4,2021,6,2021-6,128.5434995,POINT (651770.2059124311 1277588.7601723317),2,13073030306,PUD
30086,067A014,1988,2327,390000,3,2019,4,2019-4,167.5977654,POINT (648239.7979764598 1281109.27626735),2,13073030306,R-1
30087,067A015,1992,2667,380000,3,2022,6,2022-6,142.4821897,POINT (648129.4789681361 1280898.968113356),2,13073030306,R-1
30088,067A017,1965,2277,237100,3,2018,8,2018-8,104.1282389,POINT (647952.3676383984 1280561.3315189325),2,13073030306,R-1
30089,067A017A,1959,2012,219900,3,2019,8,2019-8,109.2942346,POINT (648027.8533268223 1280705.2351973208),2,13073030306,R-1
30092,067A020,1972,2058,225000,3,2022,12,2022-12,109.3294461,POINT (647309.3620178277 1279980.5162228392),2,13073030306,R-1
30095,067A023,1973,2645,219000,4,2019,3,2019-3,82.79773157,POINT (646540.8210041202 1280070.2892718792),2,13073030306,R-1
30097,067A025,1982,2742,319000,3,2021,10,2021-10,116.3384391,POINT (646144.4457958983 1280124.0228903613),2,13073030306,R-1
30100,067C259,2002,2382,285000,4,2021,9,2021-9,119.6473552,POINT (653211.3912722039 1281578.6447880876),2,13073030307,R-2
30101,067C260,1999,2164,245900,4,2019,7,2019-7,113.6321627,POINT (653136.5001348148 1281520.739647807),2,13073030307,R-2
30102,067C261,2000,2045,300000,3,2023,4,2023-4,146.6992665,POINT (653241.0138580161 1281459.0290346832),2,13073030307,R-2
30105,067C264,2003,2769,284000,4,2021,2,2021-2,102.5641026,POINT (653505.3685867945 1281470.3016366842),2,13073030307,R-2
30108,067C267,2001,1945,219000,3,2020,10,2020-10,112.596401,POINT (653258.4413139101 1281267.0320938572),2,13073030307,R-2
30109,067C268,2000,1851,275000,4,2021,12,2021-12,148.5683414,POINT (653169.2076707389 1281283.2933767056),2,13073030307,R-2
30111,067C270,1998,2059,120000,3,2018,9,2018-9,58.2807188,POINT (652986.0137356224 1281353.169151472),2,13073030307,R-2
30112,067C271,1999,2401,224900,3,2019,5,2019-5,93.66930446,POINT (652927.9966249706 1281424.5577009253),2,13073030307,R-2
30119,067C278,2002,2763,360000,4,2022,2,2022-2,130.2931596,POINT (654864.361136453 1280989.551460961),2,13073030307,R-2
30126,067C285,2002,4938,439900,6,2021,4,2021-4,89.08464966,POINT (655202.9598877967 1281448.3069151405),2,13073030307,R-2
30130,067C289,2001,2550,354000,4,2023,5,2023-5,138.8235294,POINT (654875.8802872759 1281364.5907322979),2,13073030307,R-2
30132,067C291,2001,2869,269900,4,2018,10,2018-10,94.07459045,POINT (654727.2587453561 1281255.876443835),2,13073030307,R-2
30135,067C294,2002,3074,250000,4,2018,6,2018-6,81.3272609,POINT (654609.5288486828 1280957.57146674),2,13073030307,R-2
30138,067C297,2001,2979,235150,4,2019,12,2019-12,78.93588453,POINT (654416.1053318594 1281223.4135755496),2,13073030307,R-2
30139,067C298,2001,2539,258000,3,2019,8,2019-8,101.614809,POINT (654298.603645333 1281252.2208607686),2,13073030307,R-2
30153,068 018,1969,2010,403000,3,2022,2,2022-2,200.4975124,POINT (655376.9556076081 1274087.9650770833),2,13073030312,R-1
30159,068 025,1958,1500,350000,3,2022,8,2022-8,233.3333333,POINT (653934.8911915063 1274822.6833557913),2,13073030312,R-1
30173,068 033A,2003,4576,480000,3,2021,4,2021-4,104.8951049,POINT (647501.1695058785 1270499.097562445),2,13073030312,R-1
30179,068 037,1980,2776,221000,3,2020,11,2020-11,79.61095101,POINT (646903.8982482192 1269941.5652748677),2,13073030312,R-1
30186,068 043,1984,2030,187000,3,2018,4,2018-4,92.1182266,POINT (649222.6587793774 1269648.1277213753),2,13073030312,R-1
30189,068 044A,1987,2869,420000,3,2020,6,2020-6,146.3924712,POINT (649046.0186203851 1270047.5265363704),2,13073030312,R-1
30190,068 046,1979,1832,360000,3,2023,10,2023-10,196.5065502,POINT (649332.029315807 1269236.8015658231),2,13073030312,R-1
30218,068 256,1989,2442,300000,4,2018,11,2018-11,122.8501229,POINT (650359.7056335981 1269096.6038540425),2,13073030312,R-1
30221,068 261,1988,1955,250000,3,2020,5,2020-5,127.8772379,POINT (650444.6193512995 1268275.9517898404),2,13073030312,R-1
30225,068 267,1992,2844,499900,4,2022,10,2022-10,175.7735584,POINT (651383.6465874474 1267780.1649121686),2,13073030312,R-1
30226,068 268,1991,2028,325000,3,2021,9,2021-9,160.2564103,POINT (651169.0638227387 1267624.1787543164),2,13073030312,R-1
30240,068 280B,2000,3150,348000,4,2021,3,2021-3,110.4761905,POINT (647833.7655617314 1267397.9009141824),2,13073030312,R-1
30241,068 281,1988,1932,269900,3,2020,3,2020-3,139.699793,POINT (656741.8336987152 1272620.4798536284),2,13073030312,R-1
30244,062 3499,2021,1534,207500,3,2021,6,2021-6,135.2672751,POINT (644765.2791479577 1260714.1188930182),4,13073030505,GROVETOWN
30245,062 3500,2021,1282,168500,2,2021,6,2021-6,131.4352574,POINT (644774.4989306309 1260739.4170396086),4,13073030505,GROVETOWN
30246,062 3501,2021,1534,240000,3,2023,8,2023-8,156.4537158,POINT (644783.768742777 1260764.8545602718),4,13073030505,GROVETOWN
30254,062 3509,2021,1534,192875,3,2021,8,2021-8,125.7333768,POINT (644636.9414325499 1260805.777791473),4,13073030505,GROVETOWN
30256,062 3511,2021,1534,195500,3,2021,7,2021-7,127.4445893,POINT (644655.4314098865 1260856.514127796),4,13073030505,GROVETOWN
30257,062 3512,2021,1524,207900,3,2021,8,2021-8,136.4173228,POINT (644815.3731001421 1260851.3560406256),4,13073030505,GROVETOWN
30258,062 3513,2021,1282,173500,2,2021,8,2021-8,135.3354134,POINT (644806.1352819165 1260826.0085116685),4,13073030505,GROVETOWN
30259,062 3514,2021,1524,212900,3,2021,8,2021-8,139.6981627,POINT (644796.8835356081 1260800.6207133643),4,13073030505,GROVETOWN
30260,062 3515,2021,1524,240000,3,2023,7,2023-7,157.480315,POINT (644878.4385053755 1261024.2142532791),4,13073030505,GROVETOWN
30261,062 3516,2021,1206,197570,2,2021,12,2021-12,163.8225539,POINT (644869.2033029739 1260998.8680918906),4,13073030505,GROVETOWN
30262,062 3517,2021,1524,236000,3,2022,3,2022-3,154.855643,POINT (644860.8563569598 1260973.509902419),4,13073030505,GROVETOWN
30263,062 3518,2021,1509,228770,3,2021,11,2021-11,151.6037111,POINT (644700.0555455326 1260978.651113861),4,13073030505,GROVETOWN
30264,062 3519,2021,1204,196500,2,2022,2,2022-2,163.2059801,POINT (644709.3045746688 1261004.0325274782),4,13073030505,GROVETOWN
30265,062 3520,2021,1509,229900,3,2021,11,2021-11,152.3525514,POINT (644718.5451228366 1261029.388128965),4,13073030505,GROVETOWN
30266,062 3521,2021,1509,232500,3,2021,11,2021-11,154.0755467,POINT (644668.5114760215 1260892.1926382913),4,13073030505,GROVETOWN
30267,062 3522,2021,1204,221000,2,2022,5,2022-5,183.5548173,POINT (644677.7482197968 1260917.5406299948),4,13073030505,GROVETOWN
30268,062 3523,2021,1509,207500,3,2021,9,2021-9,137.5082836,POINT (644687.0007850924 1260942.927408177),4,13073030505,GROVETOWN
30269,062 3524,2021,1534,235000,3,2021,12,2021-12,153.1942634,POINT (644847.5386059073 1260937.1999343913),4,13073030505,GROVETOWN
30270,062 3525,2021,1282,178000,2,2021,10,2021-10,138.8455538,POINT (644837.670064382 1260912.4353940212),4,13073030505,GROVETOWN
30271,062 3526,2021,1534,233500,3,2021,10,2021-10,152.2164276,POINT (644829.0973151997 1260887.0931437898),4,13073030505,GROVETOWN
30272,062 3527,2022,1524,250000,3,2023,8,2023-8,164.0419948,POINT (644731.5665493225 1261064.9160236875),4,13073030505,GROVETOWN
30273,062 3528,2022,1268,195750,2,2022,2,2022-2,154.3769716,POINT (644740.7962606754 1261090.1162818216),4,13073030505,GROVETOWN
30274,062 3529,2022,1524,232500,3,2022,3,2022-3,152.5590551,POINT (644749.8004286886 1261115.6047703272),4,13073030505,GROVETOWN
30275,062 3530,2022,1524,233500,2,2022,3,2022-3,153.2152231,POINT (644762.761242499 1261151.905799823),4,13073030505,GROVETOWN
30276,062 3531,2022,1260,193500,2,2022,3,2022-3,153.5714286,POINT (644772.4904716267 1261176.8720772038),4,13073030505,GROVETOWN
30277,062 3532,2022,1524,233500,2,2022,3,2022-3,153.2152231,POINT (644780.6654366684 1261202.1743408807),4,13073030505,GROVETOWN
30279,062 3534,2022,1260,208000,2,2022,5,2022-5,165.0793651,POINT (644932.316159747 1261171.3913963083),4,13073030505,GROVETOWN
30280,062 3535,2022,1524,244500,2,2022,5,2022-5,160.4330709,POINT (644923.1137902227 1261146.139712286),4,13073030505,GROVETOWN
30281,062 3536,2022,1524,254900,3,2023,9,2023-9,167.2572178,POINT (644910.1204941182 1261110.5841199611),4,13073030505,GROVETOWN
30282,062 3537,2022,1268,222500,2,2022,7,2022-7,175.4731861,POINT (644900.8834933804 1261085.2357294015),4,13073030505,GROVETOWN
30284,062 3539,2022,1524,263500,3,2022,6,2022-6,172.9002625,POINT (644813.2664580976 1261288.5505415823),4,13073030505,GROVETOWN
30285,062 3540,2022,1268,208000,2,2022,7,2022-7,164.0378549,POINT (644804.001440228 1261263.1296235397),4,13073030505,GROVETOWN
30286,062 3541,2022,1524,243997,2,2022,6,2022-6,160.1030184,POINT (644793.9248540332 1261238.5736883548),4,13073030505,GROVETOWN
30287,062 3542,2022,1524,269000,2,2022,7,2022-7,176.5091864,POINT (644844.8034208493 1261374.9862319054),4,13073030505,GROVETOWN
30288,062 3543,2022,1260,223500,2,2022,7,2022-7,177.3809524,POINT (644835.5429725419 1261349.5727693907),4,13073030505,GROVETOWN
30289,062 3544,2022,1524,264500,2,2022,6,2022-6,173.5564304,POINT (644826.3138039318 1261324.249375785),4,13073030505,GROVETOWN
30290,062 3545,2022,1524,268000,3,2022,9,2022-9,175.8530184,POINT (644978.7436661466 1261298.4171541363),4,13073030505,GROVETOWN
30291,062 3546,2022,1216,222500,2,2022,9,2022-9,182.9769737,POINT (644969.4788484618 1261273.0569774883),4,13073030505,GROVETOWN
30294,062 848,2008,1449,165000,3,2019,7,2019-7,113.8716356,POINT (643130.2965867964 1265814.515874242),4,13073030505,PUD
30295,062 849,2006,1473,219587,3,2023,7,2023-7,149.0746775,POINT (643191.2050275261 1265902.434085584),4,13073030505,PUD
30297,062 851,2006,1424,200000,3,2022,8,2022-8,140.4494382,POINT (643379.6471378632 1265799.1296988942),4,13073030505,PUD
30298,062 852,2007,1895,230000,4,2023,8,2023-8,121.3720317,POINT (643473.219459714 1265786.801059828),4,13073030505,PUD
30300,062 854,2007,1587,178200,3,2021,3,2021-3,112.2873346,POINT (643654.2309552828 1265738.9231055756),4,13073030505,PUD
30302,062 856,2007,1449,238500,3,2023,2,2023-2,164.5962733,POINT (643929.6744902377 1265787.9225461606),4,13073030505,PUD
30304,062 858,2006,1378,210000,3,2021,9,2021-9,152.394775,POINT (643884.0269896154 1265974.73673709),4,13073030505,PUD
30305,062 859,2006,1549,184900,3,2020,12,2020-12,119.3673338,POINT (643883.746817438 1266086.1175437875),4,13073030505,PUD
30306,062 860,2008,1792,211900,4,2022,6,2022-6,118.2477679,POINT (643844.1923860629 1266190.3515063545),4,13073030505,PUD
30307,062 861,2007,1967,179900,4,2019,9,2019-9,91.45907473,POINT (643780.078835292 1266272.5109032912),4,13073030505,PUD
30310,062 864,2008,1845,220000,4,2022,11,2022-11,119.2411924,POINT (643747.1759828444 1266551.267178656),4,13073030505,PUD
30311,062 865,2008,1493,178000,3,2021,11,2021-11,119.2230409,POINT (643755.6658651716 1266680.5513734552),4,13073030505,PUD
30312,062 866,2007,1615,252500,3,2023,8,2023-8,156.3467492,POINT (643634.6747571453 1266761.796579906),4,13073030505,PUD
30313,062 867,2007,1419,159000,3,2019,7,2019-7,112.05074,POINT (643500.6516389858 1266696.0556882774),4,13073030505,PUD
30314,062 868,2007,1604,157900,3,2018,7,2018-7,98.44139651,POINT (643461.8471453978 1266571.1674661695),4,13073030505,PUD
30318,062 872,2006,1616,166000,4,2019,5,2019-5,102.7227723,POINT (643408.9583251264 1266182.120490935),4,13073030505,PUD
30321,062 875,2006,1868,201900,4,2019,7,2019-7,108.0835118,POINT (643634.7751028244 1265957.956132987),4,13073030505,PUD
30324,062 878,2006,1382,226000,3,2022,5,2022-5,163.5311143,POINT (643299.871286072 1266054.7214869733),4,13073030505,PUD
30326,062 880,2008,1385,212500,3,2021,9,2021-9,153.4296029,POINT (642392.0131932037 1266180.9879301593),4,13073030505,PUD
30329,062 883,2006,1545,188000,3,2021,8,2021-8,121.6828479,POINT (642042.0256605364 1266007.539312178),4,13073030505,PUD
30331,062 885,2006,1433,199500,3,2021,11,2021-11,139.2184229,POINT (638573.013331924 1256283.5773087593),4,13073030505,GROVETOWN
30333,062 887,2006,1501,128597,3,2020,8,2020-8,85.67421719,POINT (638715.0410340782 1256335.7813647091),4,13073030505,GROVETOWN
30335,062 889,2006,1656,247000,4,2022,5,2022-5,149.1545894,POINT (638854.8061853732 1256390.27094201),4,13073030505,GROVETOWN
30339,062 893,2005,1541,152300,3,2019,1,2019-1,98.83192732,POINT (639093.1263023405 1256348.2062683715),4,13073030505,GROVETOWN
30348,063 167,1997,1694,195900,4,2021,3,2021-3,115.6434475,POINT (644722.4625528002 1249922.9105297728),4,13073030507,GROVETOWN
30350,063 169,1997,1821,195500,3,2021,4,2021-4,107.3585942,POINT (644717.7196322138 1250087.2514856996),4,13073030507,GROVETOWN
30351,063 170,1997,1781,168700,4,2020,11,2020-11,94.72206625,POINT (644719.3367840938 1250164.1893287436),4,13073030507,GROVETOWN
30353,063 172,1997,1657,185000,3,2020,12,2020-12,111.6475558,POINT (644622.0098840396 1250242.63910893),4,13073030507,GROVETOWN
30357,063 176,1997,1755,253000,3,2022,7,2022-7,144.1595442,POINT (644578.6981854598 1249917.2567283763),4,13073030507,GROVETOWN
30358,063 177,1997,1396,144000,3,2018,11,2018-11,103.1518625,POINT (644454.6036546961 1249916.7639815074),4,13073030507,GROVETOWN
30360,063 179,1996,1639,245000,3,2023,6,2023-6,149.4813911,POINT (644340.4404502125 1250049.9045967688),4,13073030507,GROVETOWN
30363,063 182,1996,1546,163000,3,2020,4,2020-4,105.4333765,POINT (644424.6359534685 1250282.051863528),4,13073030507,GROVETOWN
30365,063 184,1997,1458,160000,3,2020,11,2020-11,109.739369,POINT (644508.1415357122 1250417.9928074784),4,13073030507,GROVETOWN
30371,063 190,1997,1790,230000,4,2022,2,2022-2,128.4916201,POINT (644893.5875772575 1250258.9371186264),4,13073030507,GROVETOWN
30372,063 191,1997,1400,175000,3,2021,8,2021-8,125,POINT (644886.4629119374 1250184.4161310906),4,13073030507,GROVETOWN
30380,063 199,1997,1911,176200,4,2019,9,2019-9,92.20303506,POINT (644803.560994803 1249569.9098022438),4,13073030507,GROVETOWN
30382,063 201,1997,2024,250000,3,2021,11,2021-11,123.5177866,POINT (644746.3745303539 1249741.085614512),4,13073030507,GROVETOWN
30387,063 206,1999,1927,265900,3,2023,9,2023-9,137.9865075,POINT (645253.1860377695 1250001.437516728),4,13073030507,GROVETOWN
30412,063C010,2002,1620,188200,4,2022,10,2022-10,116.1728395,POINT (644632.597872479 1245198.8410967637),4,13073030507,R-A
30418,063C016,1994,1836,50000,3,2020,11,2020-11,27.23311547,POINT (645994.507325981 1246383.4234043485),4,13073030507,R-A
30422,063C020,1979,924,30000,3,2022,3,2022-3,32.46753247,POINT (645427.526291603 1245156.6423816741),4,13073030507,R-A
30436,063D004,1993,1296,103000,3,2021,5,2021-5,79.47530864,POINT (636027.1085298983 1243369.1123835677),4,13073030507,R-A
30440,065 1121,2012,2650,345000,4,2020,5,2020-5,130.1886792,POINT (645667.1162263372 1303240.0850588267),3,13073030308,PUD
30442,065 1123,2013,2756,354500,5,2019,6,2019-6,128.628447,POINT (645543.2541240387 1303153.5193500884),3,13073030308,PUD
30444,065 1125,2013,3070,369900,4,2019,12,2019-12,120.4885993,POINT (645414.272115494 1303115.4212918156),3,13073030308,PUD
30445,065 1126,2014,3430,470000,5,2022,8,2022-8,137.0262391,POINT (645352.4423612349 1303095.1966907154),3,13073030308,PUD
30447,065 1128,2013,3456,363000,4,2018,10,2018-10,105.0347222,POINT (645230.4613531278 1303048.5591956726),3,13073030308,PUD
30448,065 1129,2013,3305,489900,5,2021,6,2021-6,148.2299546,POINT (645165.907885991 1303029.1886276435),3,13073030308,PUD
30449,065 113,2002,2044,355000,4,2022,8,2022-8,173.6790607,POINT (649848.9657128941 1303699.0115787163),3,13073030308,PUD
30451,065 1131,2013,3266,468000,5,2022,12,2022-12,143.2945499,POINT (645027.2492967293 1303007.9631867523),3,13073030308,PUD
30452,065 1132,2013,3325,433000,5,2021,6,2021-6,130.2255639,POINT (644960.9206506162 1303003.5545221644),3,13073030308,PUD
30458,065 1136,2013,3324,414900,4,2021,2,2021-2,124.8194946,POINT (645100.4631021828 1303261.822983666),3,13073030308,PUD
30460,065 1138,2012,2844,349900,5,2020,5,2020-5,123.0309423,POINT (645223.7339952977 1303300.12251319),3,13073030308,PUD
30462,065 114,2002,2298,365000,5,2023,7,2023-7,158.8337685,POINT (649800.0773575329 1303756.1241981797),3,13073030308,PUD
30463,065 1140,2012,3693,410000,5,2021,11,2021-11,111.0208503,POINT (645347.636903927 1303340.4581886588),3,13073030308,PUD
30464,065 1141,2012,4143,330000,6,2018,8,2018-8,79.65242578,POINT (645407.3287668943 1303362.5281869876),3,13073030308,PUD
30466,065 1143,2013,3126,525000,5,2023,10,2023-10,167.9462572,POINT (645487.1552711339 1303448.1061690361),3,13073030308,PUD
30468,065 1145,2013,2886,329900,5,2020,2,2020-2,114.3104643,POINT (645558.3209222759 1303565.7894935124),3,13073030308,PUD
30470,065 1147,2012,3312,400000,5,2020,6,2020-6,120.7729469,POINT (645638.0328385741 1303697.6053732282),3,13073030308,PUD
30471,065 1148,2013,4185,560000,6,2018,10,2018-10,133.8112306,POINT (644977.1677947479 1303531.1343913916),3,13073030308,PUD
30472,065 1149,2013,4303,489900,5,2018,8,2018-8,113.8508018,POINT (645121.7419964699 1303513.7872703245),3,13073030308,PUD
30473,065 115,2001,1780,264000,3,2021,10,2021-10,148.3146067,POINT (649797.2598588417 1303838.6583625067),3,13073030308,PUD
30477,065 1153,2013,4469,433000,7,2018,3,2018-3,96.88968449,POINT (645434.5235526183 1303841.2384894663),3,13073030308,PUD
30478,065 1154,2014,4720,510000,6,2019,5,2019-5,108.0508475,POINT (645503.9637199577 1303939.022433009),3,13073030308,PUD
30483,065 1159,2013,4341,489000,5,2019,10,2019-10,112.6468556,POINT (645055.5281917491 1303835.8397865256),3,13073030308,PUD
30484,065 116,2004,2603,265000,4,2018,11,2018-11,101.8056089,POINT (649430.8249269567 1303445.917781466),3,13073030308,PUD
30485,065 1163,2013,2225,300000,4,2021,6,2021-6,134.8314607,POINT (650641.6645949171 1302818.9850824396),3,13073030308,PUD
30489,065 1502,2023,4774,320000,4,2022,8,2022-8,67.02974445,POINT (655053.4115254593 1308299.599063014),3,13073030308,PUD
30490,065 1503,2023,4608,1485347,6,2023,3,2023-3,322.3409288,POINT (655190.3842615328 1308315.6144467182),3,13073030308,PUD
30491,065 1504,2023,4172,1989292,6,2023,10,2023-10,476.8197507,POINT (655316.8836472341 1308335.4524410926),3,13073030308,PUD
30494,065 151,2004,2025,376000,4,2022,11,2022-11,185.6790123,POINT (649774.0738066848 1302974.882180547),3,13073030308,PUD
30497,065 154,2003,2506,300000,4,2020,3,2020-3,119.7126895,POINT (648356.0901056101 1303414.9856039924),3,13073030308,PUD
30499,065 156,2003,2616,301500,4,2018,2,2018-2,115.2522936,POINT (648076.4190301785 1303351.2835317117),3,13073030308,PUD
30502,065 159,2003,3123,409900,5,2022,9,2022-9,131.2520013,POINT (647871.4681275621 1303177.289964957),3,13073030308,PUD
30505,065 162,2003,2961,425000,5,2019,5,2019-5,143.5325903,POINT (647717.6188064106 1302946.4717593882),3,13073030308,PUD
30508,065 165,2003,3274,350000,4,2020,3,2020-3,106.9028711,POINT (647719.1995937838 1302740.3464357108),3,13073030308,PUD
30510,065 167,2002,2936,312000,5,2020,12,2020-12,106.26703,POINT (647867.4315012094 1302664.643834636),3,13073030308,PUD
30511,065 168,2003,2741,308000,3,2018,8,2018-8,112.367749,POINT (647895.8688700848 1302866.0764537423),3,13073030308,PUD
30520,065 177,2003,2029,232000,4,2019,6,2019-6,114.3420404,POINT (650157.69216351 1304129.8352571048),3,13073030308,PUD
30521,065 178,2003,1661,227900,3,2020,7,2020-7,137.2065021,POINT (650228.525311457 1304115.9767996396),3,13073030308,PUD
30522,065 179,2003,1745,209900,3,2018,11,2018-11,120.286533,POINT (650294.9000176837 1304084.7054216228),3,13073030308,PUD
30526,065 183,2004,1959,345000,4,2022,6,2022-6,176.1102603,POINT (650513.8154841388 1303909.0183330285),3,13073030308,PUD
30527,065 184,2004,1761,210000,3,2020,4,2020-4,119.2504259,POINT (650569.0405038726 1303830.3440220342),3,13073030308,PUD
30533,065 190,2003,1779,282000,3,2023,6,2023-6,158.5160202,POINT (650678.7321275123 1304001.2126873874),3,13073030308,PUD
30535,065 192,2003,1655,236000,3,2020,8,2020-8,142.5981873,POINT (650580.3394382163 1304112.8284317078),3,13073030308,PUD
30537,065 522,2020,3367,150000,6,2019,6,2019-6,44.55004455,POINT (652414.687477205 1304698.7405388372),3,13073030308,PUD
30539,065 524,2022,5325,131000,5,2019,5,2019-5,24.60093897,POINT (652452.8259271361 1304450.5014287862),3,13073030308,PUD
30542,065 527,2012,3496,630250,5,2018,5,2018-5,180.27746,POINT (652852.2625532575 1304521.3293737015),3,13073030308,PUD
30543,065 528,2006,4980,1041500,5,2022,11,2022-11,209.1365462,POINT (652950.5518409337 1304374.035737695),3,13073030308,PUD
30544,065 529,2019,5326,1130000,4,2021,7,2021-7,212.1667293,POINT (652827.9708047424 1304259.6443757475),3,13073030308,PUD
30545,065 530,2020,4872,929900,6,2020,11,2020-11,190.8661741,POINT (652728.866827168 1304232.7701593097),3,13073030308,PUD
30547,065 532,2013,3220,850000,4,2023,5,2023-5,263.9751553,POINT (652567.2087899876 1304204.5985070665),3,13073030308,PUD
30548,065 533,2007,4008,920000,4,2023,10,2023-10,229.5409182,POINT (652475.5250415748 1304210.0114260074),3,13073030308,PUD
30551,065 536,2017,4613,832000,5,2019,2,2019-2,180.3598526,POINT (652257.6448581053 1304087.303233317),3,13073030308,PUD
30555,065 540,2019,3786,900000,4,2022,7,2022-7,237.7179081,POINT (651835.6626529405 1304175.7754111304),3,13073030308,PUD
30558,065 543,2018,3939,1225000,4,2023,4,2023-4,310.9926377,POINT (651691.9535798974 1304384.0128744408),3,13073030308,PUD
30561,065 546,2009,4561,750000,4,2018,5,2018-5,164.4376233,POINT (651577.4162257654 1304595.020144689),3,13073030308,PUD
30564,065 549,2008,4249,700000,4,2019,6,2019-6,164.7446458,POINT (651441.3854586812 1304805.140950103),3,13073030308,PUD
30569,065 554,2015,4751,995000,5,2022,4,2022-4,209.4295938,POINT (651139.1499851049 1305226.8110062408),3,13073030308,PUD
30570,065 555,2023,4294,175000,5,2022,9,2022-9,40.75454122,POINT (651098.0285926977 1305295.4327311688),3,13073030308,PUD
30574,065 559,2020,5166,1000000,6,2021,8,2021-8,193.5733643,POINT (651095.7451956451 1305632.016480242),3,13073030308,PUD
30576,065 561,2007,3119,745000,5,2021,11,2021-11,238.8586085,POINT (651237.8925849235 1305712.7987720552),3,13073030308,PUD
30578,065 563,2020,3122,760000,5,2020,11,2020-11,243.4336963,POINT (651370.5632248365 1305803.3322971289),3,13073030308,PUD
30579,065 564,2019,3267,112240,4,2018,7,2018-7,34.35567799,POINT (651446.092498556 1305859.9123369681),3,13073030308,PUD
30584,065 569,2006,3779,533500,5,2019,1,2019-1,141.174914,POINT (651413.0514036624 1305353.7653451946),3,13073030308,PUD
30585,065 801F,2010,3098,390000,4,2021,9,2021-9,125.8876695,POINT (645630.7465126017 1304475.8988533358),3,13073030308,PUD
30586,065 801G,2010,3845,550000,6,2022,8,2022-8,143.0429129,POINT (645632.1883787357 1304540.1150628943),3,13073030308,PUD
30587,065 801H,2010,2525,338000,4,2020,11,2020-11,133.8613861,POINT (645640.9276662483 1304604.8917711864),3,13073030308,PUD
30588,065 801I,2010,3702,440000,5,2021,12,2021-12,118.8546731,POINT (645646.139869639 1304670.69969133),3,13073030308,PUD
30589,065 801J,2009,2163,269900,4,2018,7,2018-7,124.7803976,POINT (645627.3736793828 1304735.6581704658),3,13073030308,PUD
30591,065 801L,2014,4260,589900,5,2022,9,2022-9,138.4741784,POINT (645811.1928964971 1303926.299278672),3,13073030308,PUD
30594,065 803,2009,1944,355000,3,2023,7,2023-7,182.6131687,POINT (645981.210755129 1304339.3992101674),3,13073030308,PUD
30595,065 804,2009,2104,261900,4,2018,3,2018-3,124.4771863,POINT (645902.8767808973 1304365.3629722658),3,13073030308,PUD
30598,065 807,2008,2002,258000,4,2018,2,2018-2,128.8711289,POINT (645944.6969671259 1304503.8327095346),3,13073030308,PUD
30599,065 808,2009,2125,287900,4,2019,4,2019-4,135.4823529,POINT (646021.2830566737 1304473.0009112202),3,13073030308,PUD
30602,065 811,2009,2268,287900,4,2018,6,2018-6,126.9400353,POINT (645799.5922962901 1304751.7357369666),3,13073030308,PUD
30604,065 813,2008,2026,264900,5,2019,7,2019-7,130.7502468,POINT (646236.576506866 1304567.0249280848),3,13073030308,PUD
30610,065 814B,2012,5046,435000,7,2020,12,2020-12,86.20689655,POINT (646466.0467686445 1305298.3546290651),3,13073030308,PUD
30614,065 814F,2011,4650,659900,4,2022,6,2022-6,141.9139785,POINT (645585.8503221823 1305335.2429394892),3,13073030308,PUD
30619,065 815,2010,4219,385000,6,2019,3,2019-3,91.25385162,POINT (646551.9365033441 1305126.1786471081),3,13073030308,PUD
30623,065 819,2011,2981,490000,5,2023,3,2023-3,164.374371,POINT (646419.2145969282 1304816.5806982017),3,13073030308,PUD
30624,065 820,2011,2942,327000,4,2019,11,2019-11,111.1488783,POINT (646368.8972043967 1304763.7969206457),3,13073030308,PUD
